Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.6100          -16.618      -20.401        3.783   304.9
0.6110          -16.510      -20.462        3.951   318.4
0.6120          -16.442      -20.524        4.082   329.0
0.6130          -16.541      -20.591        4.050   326.4
0.6140          -16.569      -20.662        4.094   329.9
0.6150          -16.660      -20.712        4.052   326.5
0.6160          -16.698      -20.755        4.057   327.0
0.6170          -16.782      -20.778        3.996   322.0
0.6180          -16.827      -20.771        3.944   317.8
0.6190          -16.868      -20.759        3.892   313.6
0.6200          -16.772      -20.747        3.975   320.3
0.6210          -16.773      -20.706        3.934   317.0
0.6220          -16.696      -20.663        3.967   319.7
0.6230          -16.695      -20.642        3.947   318.1
0.6240          -16.724      -20.642        3.918   315.7
0.6250          -16.747      -20.645        3.897   314.1
0.6260          -16.667      -20.654        3.987   321.3
0.6270          -16.628      -20.692        4.064   327.5
0.6280          -16.687      -20.740        4.053   326.6
0.6290          -16.605      -20.785        4.180   336.8
0.6300          -16.672      -20.842        4.170   336.0
0.6310          -16.734      -20.929        4.195   338.1
0.6320          -16.822      -21.007        4.185   337.2
0.6330          -16.881      -21.065        4.184   337.2
0.6340          -16.851      -21.121        4.270   344.1
0.6350          -16.806      -21.169        4.363   351.6
0.6360          -16.822      -21.230        4.407   355.2
0.6370          -16.961      -21.292        4.330   349.0
0.6380          -16.888      -21.344        4.456   359.1
0.6390          -17.019      -21.411        4.391   353.9
0.6400          -17.021      -21.470        4.449   358.5
0.6410          -17.021      -21.515        4.494   362.1
0.6420          -16.907      -21.529        4.622   372.4
0.6430          -17.036      -21.542        4.506   363.1
0.6440          -17.077      -21.546        4.469   360.1
0.6450          -17.068      -21.530        4.461   359.5
0.6460          -17.067      -21.494        4.427   356.7
0.6470          -17.000      -21.460        4.460   359.4
0.6480          -16.934      -21.433        4.499   362.6
0.6490          -16.973      -21.414        4.442   358.0
0.6500          -17.060      -21.372        4.311   347.4
0.6510          -17.062      -21.347        4.285   345.3
0.6520          -17.004      -21.324        4.320   348.1
0.6530          -16.933      -21.281        4.348   350.4
0.6540          -16.915      -21.242        4.327   348.7
0.6550          -16.849      -21.207        4.358   351.2
0.6560          -17.013      -21.177        4.164   335.6
0.6570          -17.087      -21.160        4.072   328.2
0.6580          -17.074      -21.137        4.064   327.5
0.6590          -17.011      -21.108        4.097   330.2
0.6600          -17.034      -21.063        4.029   324.7
0.6610          -17.059      -21.024        3.965   319.6
0.6620          -17.081      -20.992        3.912   315.2
0.6630          -17.059      -20.973        3.914   315.4
0.6640          -17.099      -20.952        3.853   310.5
0.6650          -17.128      -20.944        3.816   307.6
0.6660          -17.072      -20.933        3.861   311.2
0.6670          -16.989      -20.917        3.928   316.5
0.6680          -17.014      -20.901        3.888   313.3
0.6690          -16.971      -20.897        3.926   316.4
0.6700          -16.911      -20.885        3.973   320.2
0.6710          -16.870      -20.881        4.011   323.2
0.6720          -16.912      -20.859        3.947   318.1
0.6730          -16.937      -20.838        3.901   314.4
0.6740          -17.015      -20.825        3.810   307.0
0.6750          -17.028      -20.830        3.802   306.4
0.6760          -17.066      -20.832        3.766   303.5
0.6770          -17.036      -20.822        3.786   305.1
0.6780          -17.002      -20.801        3.799   306.1
0.6790          -17.022      -20.786        3.764   303.4
0.6800          -16.941      -20.772        3.830   308.7
0.6810          -17.015      -20.752        3.737   301.1
0.6820          -17.065      -20.749        3.684   296.9
0.6830          -16.960      -20.745        3.785   305.1
0.6840          -16.954      -20.737        3.784   304.9
0.6850          -16.920      -20.740        3.820   307.9
0.6860          -16.929      -20.752        3.822   308.0
0.6870          -16.883      -20.773        3.891   313.5
0.6880          -16.953      -20.799        3.846   309.9
0.6890          -16.957      -20.799        3.842   309.6
0.6900          -16.949      -20.789        3.840   309.5
0.6910          -16.923      -20.781        3.859   311.0
0.6920          -16.904      -20.755        3.851   310.3
0.6930          -16.806      -20.732        3.926   316.4
0.6940          -16.915      -20.750        3.835   309.0
0.6950          -16.894      -20.778        3.884   313.0
0.6960          -16.998      -20.800        3.803   306.5
0.6970          -16.995      -20.818        3.823   308.1
0.6980          -17.009      -20.830        3.821   307.9
0.6990          -16.997      -20.864        3.868   311.7
0.7000          -16.974      -20.910        3.936   317.2
0.7010          -16.945      -20.953        4.008   323.0
0.7020          -16.949      -20.998        4.048   326.2
0.7030          -16.965      -21.037        4.072   328.2
0.7040          -17.087      -21.074        3.987   321.3
0.7050          -17.056      -21.102        4.046   326.1
0.7060          -17.086      -21.102        4.016   323.6
0.7070          -17.004      -21.084        4.081   328.8
0.7080          -17.114      -21.076        3.962   319.3
0.7090          -16.970      -21.079        4.108   331.1
0.7100          -17.093      -21.083        3.990   321.6
0.7110          -17.101      -21.075        3.974   320.3
0.7120          -17.164      -21.059        3.895   313.9
0.7130          -17.249      -21.062        3.813   307.3
0.7140          -17.293      -21.064        3.771   303.9
0.7150          -17.232      -21.060        3.828   308.5
0.7160          -17.106      -21.066        3.960   319.2
0.7170          -17.058      -21.063        4.005   322.7
0.7180          -17.140      -21.036        3.895   313.9
0.7190          -17.056      -21.004        3.948   318.2
0.7200          -17.013      -20.996        3.983   321.0
0.7210          -16.972      -20.988        4.016   323.7
0.7220          -17.055      -20.939        3.884   313.0
0.7230          -17.074      -20.907        3.834   308.9
0.7240          -17.144      -20.875        3.732   300.7
0.7250          -17.128      -20.851        3.722   300.0
0.7260          -17.049      -20.850        3.801   306.3
0.7270          -17.151      -20.871        3.720   299.8
0.7280          -17.093      -20.895        3.802   306.4
0.7290          -17.160      -20.920        3.760   303.0
0.7300          -17.047      -20.921        3.874   312.2
0.7310          -17.120      -20.931        3.811   307.1
0.7320          -17.131      -20.943        3.812   307.2
0.7330          -17.179      -20.964        3.785   305.0
0.7340          -17.267      -20.983        3.716   299.5
0.7350          -17.264      -21.009        3.745   301.8
0.7360          -17.362      -21.015        3.654   294.4
0.7370          -17.184      -21.016        3.833   308.9
0.7380          -17.312      -21.007        3.695   297.7
0.7390          -17.273      -20.994        3.720   299.8
0.7400          -17.158      -20.972        3.815   307.4
0.7410          -17.125      -20.944        3.819   307.7
0.7420          -17.056      -20.906        3.850   310.2
0.7430          -17.007      -20.870        3.863   311.3
0.7440          -16.926      -20.826        3.900   314.3
0.7450          -16.927      -20.801        3.874   312.2
0.7460          -16.959      -20.794        3.835   309.0
0.7470          -16.898      -20.780        3.882   312.8
0.7480          -16.897      -20.763        3.866   311.6
0.7490          -16.899      -20.756        3.857   310.8
0.7500          -16.964      -20.738        3.775   304.2
0.7510          -16.968      -20.736        3.769   303.7
0.7520          -16.886      -20.724        3.837   309.2
0.7530          -16.891      -20.722        3.831   308.7
0.7540          -16.970      -20.710        3.740   301.4
0.7550          -17.029      -20.678        3.648   294.0
0.7560          -17.175      -20.639        3.464   279.2
0.7570          -17.316      -20.597        3.281   264.4
0.7580          -17.367      -20.557        3.189   257.0
0.7590          -17.338      -20.524        3.187   256.8
0.7600          -17.308      -20.514        3.206   258.4
0.7610          -17.278      -20.518        3.241   261.2
0.7620          -17.364      -20.525        3.161   254.8
0.7630          -17.450      -20.544        3.094   249.4
0.7640          -17.392      -20.572        3.181   256.3
0.7650          -17.431      -20.616        3.184   256.6
0.7660          -17.393      -20.658        3.264   263.0
0.7670          -17.394      -20.742        3.347   269.8
0.7680          -17.212      -20.805        3.593   289.6
0.7690          -17.170      -20.888        3.718   299.6
0.7700          -17.060      -20.977        3.917   315.7
0.7710          -17.117      -21.058        3.942   317.7
0.7720          -16.991      -21.135        4.144   333.9
0.7730          -16.925      -21.226        4.301   346.6
0.7740          -16.896      -21.295        4.399   354.5
